chr1_2274200_2274400	200	200	84.0255	0.420128	0.420128
chr1_5290600_5290800	200	200	44.4561	0.222281	0.222281
chr1_6490400_6490600	200	200	20.9169	0.104585	0.104585
chr1_6645600_6645800	200	200	42.641	0.213205	0.213205
chr1_6718000_6718200	200	200	133.48	0.667398	0.667398
chr1_7196000_7196200	200	200	11.0351	0.0551755	0.0551755
chr1_7837000_7837200	200	200	66.8542	0.334271	0.334271
chr1_8444000_8444200	200	200	15.7195	0.0785973	0.0785973
chr1_8789200_8789400	200	200	8.55534	0.0427767	0.0427767
chr1_8795200_8795400	200	200	78.8159	0.39408	0.39408
chr1_8914000_8914200	200	200	12.3293	0.0616463	0.0616463
chr1_8916400_8916600	200	200	55.5828	0.277914	0.277914
chr1_9246000_9246200	200	200	0.772281	0.00386141	0.00386141
chr1_9417600_9417800	200	200	117.721	0.588604	0.588604
chr1_9825000_9825200	200	200	616.574	3.08287	3.08287
chr1_10739600_10739800	200	200	18.27	0.0913502	0.0913502
chr1_11565800_11566000	200	200	16.1659	0.0808295	0.0808295
chr1_11895200_11895400	200	200	19.3442	0.0967211	0.0967211
chr1_11909000_11909200	200	200	36.8019	0.18401	0.18401
chr1_12490600_12490800	200	200	16.1659	0.0808295	0.0808295
chr1_12498800_12499000	200	200	10.1443	0.0507214	0.0507214
chr1_14127000_14127200	200	200	266.152	1.33076	1.33076
chr1_14649600_14649800	200	200	73.2154	0.366077	0.366077
chr1_14821600_14821800	200	200	46.6114	0.233057	0.233057
chr1_16027800_16028000	200	200	77.4348	0.387174	0.387174
chr1_16902800_16903000	200	200	13.1254	0.065627	0.065627
chr1_17088000_17088200	200	200	9.36303	0.0468151	0.0468151
chr1_17443400_17443600	200	200	57.6033	0.288016	0.288016
chr1_17739000_17739200	200	200	33.8741	0.169371	0.169371
chr1_17906800_17907000	200	200	24.1909	0.120955	0.120955
chr1_18468800_18469000	200	200	35.3481	0.176741	0.176741
chr1_18660000_18660200	200	200	21.1703	0.105851	0.105851
chr1_18785200_18785400	200	200	2.99419	0.014971	0.014971
chr1_18923200_18923400	200	200	105.649	0.528245	0.528245
chr1_19256400_19256600	200	200	14.3064	0.071532	0.071532
chr1_19811400_19811600	200	200	30.2251	0.151126	0.151126
chr1_20229000_20229200	200	200	21.0645	0.105322	0.105322
chr1_21740000_21740200	200	200	3.21713	0.0160856	0.0160856
chr1_22140200_22140400	200	200	2.99419	0.014971	0.014971
